order_id,user_id,skill_name,correct
490,u98,s32,0
491,u111,s10,0
492,u122,s24,0
493,u31,s18,0
494,u198,s27,1
495,u167,s4,1
496,u159,s4,0
497,u77,s22,1
498,u156,s28,0
499,u178,s42,0
500,u46,s10,0
501,u168,s39,0
502,u160,s49,0
503,u14,s9,0
504,u57,s12,0
505,u121,s30,0
506,u59,s3,0
507,u176,s35,0
508,u124,s9,0
509,u59,s19,0
510,u26,s3,0
511,u70,s0,0
512,u0,s3,0
513,u89,s19,1
514,u95,s12,0
515,u59,s1,0
516,u62,s28,0
517,u199,s3,0
518,u103,s26,0
519,u52,s35,0
520,u58,s17,0
521,u167,s13,0
522,u46,s31,0
523,u21,s42,0
524,u163,s0,1
525,u0,s26,1
526,u40,s49,0
527,u30,s17,0
528,u139,s8,0
529,u91,s3,0
530,u176,s9,0
531,u183,s38,1
532,u135,s26,0
533,u182,s1,0
534,u12,s4,1
535,u155,s34,0
536,u38,s32,0
537,u144,s48,0
538,u2,s6,0
539,u114,s38,0
540,u7,s31,0
541,u198,s26,0
542,u138,s39,0
543,u87,s6,0
544,u165,s2,0
545,u30,s38,1
546,u60,s11,0
547,u133,s36,0
548,u145,s11,0
549,u150,s19,0
550,u145,s22,0
551,u157,s2,0
552,u4,s35,1
553,u169,s16,0
554,u18,s1,0
555,u135,s38,0
556,u133,s15,0
557,u171,s11,0
558,u179,s13,0
559,u44,s36,1
560,u111,s31,0
561,u36,s22,0
562,u145,s28,0
563,u26,s20,0
564,u59,s35,0
565,u139,s40,0
566,u164,s49,0
567,u80,s48,1
568,u0,s28,1
569,u103,s26,0
570,u148,s31,0
571,u148,s28,0
572,u37,s10,0
573,u59,s3,0
574,u88,s22,0
575,u124,s41,1
576,u196,s20,0
577,u104,s19,0
578,u182,s17,0
579,u92,s30,0
580,u60,s9,0
581,u151,s7,1
582,u76,s12,0
583,u72,s42,0
584,u122,s6,0
585,u61,s0,0
586,u67,s19,0
587,u67,s8,0
588,u42,s22,0
589,u18,s28,1
590,u145,s41,1
591,u24,s4,0
592,u96,s42,0
593,u19,s10,0
594,u144,s27,1
595,u66,s31,1
596,u44,s47,1
597,u193,s22,0
598,u192,s42,0
599,u137,s26,0
600,u17,s16,0
601,u3,s4,0
602,u184,s34,0
603,u27,s28,0
604,u101,s35,0
605,u130,s4,0
606,u125,s13,1
607,u51,s35,0
608,u132,s48,0
609,u158,s29,0
610,u95,s23,0
611,u89,s28,0
612,u187,s4,0
613,u22,s26,0
614,u62,s6,0
615,u28,s12,0
616,u110,s9,0
617,u88,s6,0
618,u69,s48,0
619,u167,s47,1
620,u150,s29,1
621,u91,s25,0
622,u138,s9,1
623,u121,s42,0
624,u139,s45,0
625,u136,s10,0
626,u166,s5,0
627,u175,s13,0
628,u103,s7,0
629,u183,s49,0
630,u162,s25,0
631,u50,s49,0
632,u148,s49,1
633,u120,s31,0
634,u170,s42,0
635,u23,s2,0
636,u90,s3,0
637,u40,s33,0
638,u94,s8,0
639,u17,s17,0
640,u174,s34,0
641,u100,s20,0
642,u50,s40,0
643,u192,s36,0
644,u15,s25,0
645,u169,s12,0
646,u54,s49,0
647,u175,s30,0
648,u47,s2,0
649,u126,s0,0
650,u17,s44,1
651,u51,s27,1
652,u190,s33,0
653,u12,s47,0
654,u53,s34,0
655,u136,s4,0
656,u164,s5,1
657,u120,s37,0
658,u66,s6,0
659,u7,s41,0
660,u105,s18,0
661,u19,s2,0
662,u146,s28,0
663,u151,s27,0
664,u99,s36,0
665,u101,s36,1
666,u149,s32,0
667,u188,s24,0
668,u57,s6,0
669,u167,s6,1
670,u102,s10,0
671,u30,s4,0
672,u6,s14,0
673,u78,s24,0
674,u138,s14,0
675,u148,s41,0
676,u137,s7,1
677,u131,s39,1
678,u72,s33,0
679,u79,s3,0
680,u83,s43,0
681,u139,s28,0
682,u185,s5,1
683,u19,s20,0
684,u177,s14,0
685,u82,s18,0
686,u197,s31,0
687,u53,s41,1
688,u118,s32,0
689,u150,s34,0
690,u174,s43,1
691,u47,s26,0
692,u29,s7,0
693,u166,s20,0
694,u118,s45,0
695,u84,s16,1
696,u129,s4,0
697,u76,s15,0
698,u156,s7,0
699,u167,s44,0
700,u68,s7,0
701,u166,s41,0
702,u33,s44,0
703,u124,s10,1
704,u68,s46,0
705,u108,s11,0
706,u120,s14,0
707,u151,s8,0
708,u157,s44,1
709,u135,s8,0
710,u142,s0,1
711,u6,s42,0
712,u79,s35,1
713,u31,s31,0
714,u5,s49,1
715,u117,s7,0
716,u108,s6,0
717,u46,s49,1
718,u132,s35,0
719,u6,s1,0
720,u88,s42,0
721,u50,s7,0
722,u69,s24,1
723,u19,s8,0
724,u23,s2,1
725,u95,s19,0
726,u164,s8,0
727,u121,s36,0
728,u2,s1,0
729,u55,s35,0
730,u165,s3,0
731,u148,s32,0
732,u172,s36,0
733,u108,s25,0
734,u148,s16,0
735,u59,s1,0
736,u68,s45,0
737,u98,s40,0
738,u8,s15,1
739,u184,s15,0
740,u51,s1,1
741,u15,s14,0
742,u187,s38,0
743,u31,s44,0
744,u84,s4,0
745,u181,s14,0
746,u1,s27,0
747,u128,s42,1
748,u53,s32,0
749,u34,s32,0
750,u79,s20,0
751,u82,s30,0
752,u57,s9,0
753,u159,s1,0
754,u135,s4,0
755,u16,s6,0
756,u79,s48,0
757,u54,s4,0
758,u59,s42,0
759,u138,s25,0
760,u104,s45,0
761,u136,s14,0
762,u136,s32,0
763,u51,s18,0
764,u182,s2,0
765,u182,s21,0
766,u130,s1,0
767,u17,s8,0
768,u153,s20,0
769,u66,s38,0
770,u48,s18,0
771,u193,s18,0
772,u156,s13,0
773,u156,s30,0
774,u121,s0,0
775,u173,s0,0
776,u15,s42,0
777,u126,s41,0
778,u105,s3,0
779,u148,s5,0
780,u110,s0,0
781,u47,s17,0
782,u199,s5,0
783,u62,s7,1
784,u86,s47,0
785,u101,s48,1
786,u92,s3,0
787,u29,s38,0
788,u149,s16,0
789,u159,s4,0
790,u52,s2,0
791,u156,s42,1
792,u160,s29,1
793,u132,s22,1
794,u182,s38,0
795,u92,s8,0
796,u51,s5,0
797,u151,s18,0
798,u20,s16,0
799,u157,s19,0
800,u40,s10,0
801,u45,s6,0
802,u181,s28,1
803,u162,s17,0
804,u14,s31,0
805,u145,s1,1
806,u146,s8,0
807,u35,s5,0
808,u168,s0,0
809,u139,s49,0
810,u68,s3,0
811,u59,s27,0
812,u56,s11,0
813,u130,s14,0
814,u132,s40,1
815,u92,s44,0
816,u70,s36,1
817,u39,s24,0
818,u5,s40,0
819,u110,s37,0
820,u148,s31,0
821,u6,s18,1
822,u183,s1,0
823,u183,s6,0
824,u120,s38,0
825,u72,s17,0
826,u170,s11,0
827,u78,s14,0
828,u196,s4,1
829,u103,s9,1
830,u174,s24,0
831,u126,s27,0
832,u0,s26,0
833,u80,s47,0
834,u22,s12,0
835,u42,s7,0
836,u175,s10,0
837,u195,s0,0
838,u187,s4,0
839,u131,s26,0
840,u105,s35,0
841,u96,s30,0
842,u17,s15,0
843,u152,s22,0
844,u197,s1,0
845,u176,s39,0
846,u147,s8,1
847,u85,s36,0
848,u151,s42,0
849,u125,s31,0
850,u25,s39,0
851,u34,s42,0
852,u5,s40,1
853,u148,s26,0
854,u122,s0,1
855,u25,s16,0
856,u1,s49,0
857,u31,s2,0
858,u108,s20,0
859,u138,s34,0
860,u199,s25,1
861,u44,s26,0
862,u178,s42,0
863,u151,s18,0
864,u171,s8,0
865,u77,s42,0
866,u38,s9,1
867,u8,s44,0
868,u85,s8,0
869,u179,s40,1
870,u136,s18,1
871,u177,s43,0
872,u90,s5,0
873,u33,s14,0
874,u20,s16,0
875,u183,s3,0
876,u63,s28,0
877,u16,s30,0
878,u180,s2,0
879,u191,s28,1
880,u109,s28,0
881,u145,s18,0
882,u69,s23,0
883,u155,s24,0
884,u12,s30,0
885,u184,s22,0
886,u44,s22,1
887,u140,s0,0
888,u194,s34,0
889,u123,s35,0
890,u96,s27,0
891,u65,s23,0
892,u60,s15,1
893,u56,s31,0
894,u168,s20,0
895,u58,s3,0
896,u50,s1,0
897,u115,s20,0
898,u199,s24,0
899,u10,s9,0
900,u98,s2,0
901,u121,s31,0
902,u186,s3,0
903,u74,s34,0
904,u56,s32,1
905,u88,s38,1
906,u171,s0,1
907,u64,s8,0
908,u101,s14,0
909,u176,s30,0
910,u190,s42,0
911,u79,s12,0
912,u3,s25,0
913,u147,s13,0
914,u138,s14,0
915,u11,s25,0
916,u22,s41,0
917,u70,s42,0
918,u185,s25,0
919,u122,s28,0
920,u193,s13,0
921,u53,s31,0
922,u198,s11,0
923,u148,s49,0
924,u46,s18,0
925,u172,s35,0
926,u71,s5,0
927,u145,s38,0
928,u198,s26,0
929,u72,s3,1
930,u188,s11,1
931,u66,s12,0
932,u182,s1,0
933,u177,s41,1
934,u115,s5,0
935,u184,s13,0
936,u128,s49,0
937,u90,s8,0
938,u128,s0,0
939,u31,s43,0
940,u47,s32,0
941,u118,s4,0
942,u34,s43,1
943,u180,s21,0
944,u12,s34,1
945,u5,s21,0
946,u186,s22,0
947,u25,s27,0
948,u50,s36,0
949,u140,s19,0
950,u16,s0,0
951,u182,s30,1
952,u153,s18,0
953,u106,s5,0
954,u140,s37,0
955,u159,s43,0
956,u53,s9,0
957,u147,s27,0
958,u130,s47,0
959,u122,s9,0
960,u135,s43,0
961,u39,s17,0
962,u110,s28,0
963,u104,s1,0
964,u65,s16,0
965,u29,s8,0
966,u181,s31,0
967,u40,s42,0
968,u10,s6,0
969,u62,s18,0
970,u116,s26,0
971,u17,s23,0
972,u36,s37,0
973,u149,s12,0
974,u51,s11,0
975,u157,s9,0
976,u120,s35,0
977,u147,s43,0
978,u178,s24,0
979,u65,s32,0
980,u40,s28,1
981,u194,s11,0
982,u62,s19,0
983,u27,s37,0
984,u62,s28,1
985,u105,s12,0
986,u107,s0,0
987,u93,s3,0
988,u17,s36,0
989,u10,s31,0
990,u190,s13,0
991,u191,s34,0
992,u33,s29,0
993,u73,s7,0
994,u152,s45,0
995,u128,s40,0
996,u21,s42,1
997,u137,s9,0
998,u19,s38,0
999,u111,s1,0
1000,u92,s5,1
1001,u139,s28,0
1002,u146,s25,0
1003,u127,s31,0
1004,u73,s11,0
1005,u140,s49,1
1006,u105,s47,0
1007,u80,s4,0
1008,u104,s34,0
1009,u162,s34,0
1010,u188,s42,0
1011,u60,s38,0
1012,u97,s40,0
1013,u86,s16,1
1014,u168,s38,0
1015,u63,s4,0
1016,u174,s48,0
1017,u50,s47,0
1018,u13,s18,0
1019,u172,s14,0
1020,u72,s1,0
1021,u150,s14,0
1022,u177,s30,0
1023,u159,s30,0
1024,u54,s13,0
1025,u112,s43,0
1026,u127,s12,0
1027,u96,s36,0
1028,u72,s38,0
1029,u116,s19,0
1030,u112,s4,1
1031,u109,s32,0
1032,u68,s22,0
1033,u3,s32,0
1034,u152,s23,0
1035,u61,s20,0
1036,u73,s6,0
1037,u29,s14,0
1038,u32,s27,0
1039,u142,s9,0
1040,u196,s39,0
1041,u150,s7,0
1042,u129,s15,0
1043,u116,s9,1
1044,u155,s47,0
1045,u148,s6,0
1046,u66,s40,0
1047,u66,s18,0
1048,u161,s26,0
1049,u152,s8,0
1050,u134,s9,0
1051,u85,s3,1
1052,u154,s17,0
1053,u99,s41,1
1054,u27,s0,0
1055,u191,s13,1
1056,u144,s33,0
1057,u136,s9,0
1058,u197,s3,0
1059,u158,s34,1
1060,u8,s12,0
1061,u111,s5,1
1062,u42,s30,1
1063,u113,s38,1
1064,u77,s31,0
1065,u48,s32,1
1066,u34,s27,0
1067,u15,s32,1
1068,u176,s48,0
1069,u113,s23,0
1070,u15,s16,0
1071,u128,s6,1
1072,u192,s39,0
1073,u59,s17,0
1074,u192,s8,0
1075,u134,s18,0
1076,u13,s11,0
1077,u77,s8,0
1078,u17,s9,0
1079,u197,s7,0
1080,u166,s14,1
1081,u186,s24,0
1082,u58,s8,1
1083,u69,s32,1
1084,u144,s14,0
1085,u152,s36,1
1086,u39,s4,0
1087,u33,s12,0
1088,u182,s16,0
1089,u38,s11,0
1090,u8,s49,0
1091,u154,s38,0
1092,u12,s47,1
1093,u144,s45,0
1094,u70,s48,0
1095,u183,s12,0
1096,u61,s32,0
1097,u178,s42,0
1098,u68,s10,1
1099,u26,s39,0
1100,u78,s8,0
1101,u131,s13,0
1102,u102,s19,0
1103,u185,s9,0
1104,u66,s6,1
1105,u119,s0,0
1106,u10,s12,0
1107,u85,s32,0
1108,u167,s28,0
1109,u86,s30,0
1110,u142,s5,0
1111,u125,s36,0
1112,u46,s12,0
1113,u152,s39,0
1114,u112,s16,0
1115,u3,s32,0
1116,u149,s26,0
1117,u175,s11,0
1118,u135,s15,0
1119,u36,s10,0
1120,u155,s31,0
1121,u41,s49,1
1122,u61,s48,1
1123,u150,s28,0
1124,u28,s38,0
1125,u18,s6,0
1126,u179,s8,1
1127,u190,s13,0
1128,u178,s30,1
1129,u98,s1,0
1130,u177,s5,0
1131,u7,s28,0
1132,u143,s24,0
1133,u67,s40,0
1134,u127,s0,0
1135,u114,s45,0
1136,u118,s37,0
1137,u32,s11,0
1138,u46,s40,0
1139,u163,s7,0
1140,u90,s18,1
1141,u180,s7,0
1142,u135,s44,0
1143,u149,s42,1
1144,u4,s19,1
1145,u36,s49,0
1146,u69,s6,1
1147,u191,s7,0
1148,u132,s36,0
1149,u184,s37,1
1150,u183,s13,0
1151,u47,s24,0
1152,u115,s35,0
1153,u47,s8,0
1154,u118,s2,0
1155,u192,s12,0
1156,u186,s19,1
1157,u156,s17,1
1158,u1,s38,0
1159,u116,s7,0
1160,u23,s19,0
1161,u32,s28,0
1162,u44,s43,1
1163,u145,s11,0
1164,u77,s3,0
1165,u117,s48,0
1166,u31,s37,0
1167,u99,s12,0
1168,u50,s25,0
1169,u81,s30,0
1170,u133,s9,1
1171,u72,s25,0
1172,u54,s11,1
1173,u134,s15,0
1174,u69,s25,0
1175,u96,s36,0
1176,u48,s13,0
1177,u95,s7,1
1178,u120,s0,0
1179,u82,s27,0
1180,u139,s9,0
1181,u36,s16,0
1182,u165,s20,0
1183,u105,s40,1
1184,u190,s42,1
1185,u62,s34,0
1186,u137,s49,0
1187,u71,s6,1
1188,u86,s9,0
1189,u104,s38,0
1190,u192,s40,0
1191,u84,s38,0
1192,u129,s32,1
1193,u62,s30,0
1194,u41,s11,0
1195,u22,s5,0
1196,u164,s34,0
1197,u79,s18,0
1198,u83,s16,0
1199,u139,s4,0
1200,u38,s2,0
1201,u187,s42,0
1202,u194,s46,0
1203,u168,s0,0
1204,u52,s7,0
1205,u51,s37,0
1206,u122,s8,0
1207,u80,s11,0
1208,u3,s34,0
1209,u1,s8,1
1210,u34,s0,0
1211,u155,s5,0
1212,u22,s30,0
1213,u98,s15,1
1214,u7,s24,0
1215,u114,s13,0
1216,u141,s17,0
1217,u112,s40,0
1218,u107,s32,0
1219,u3,s18,0
1220,u131,s45,0
1221,u41,s5,0
1222,u73,s12,1
1223,u180,s30,1
1224,u93,s40,0
1225,u15,s43,1
1226,u42,s18,0
1227,u165,s40,0
1228,u50,s42,0
1229,u85,s28,0
1230,u10,s40,1
1231,u31,s8,0
1232,u2,s9,0
1233,u82,s13,1
1234,u8,s28,1
1235,u154,s24,0
1236,u72,s2,0
1237,u1,s10,1
1238,u180,s42,1
1239,u127,s18,0
1240,u88,s19,0
1241,u55,s4,0
1242,u186,s9,0
1243,u40,s16,0
1244,u156,s43,1
1245,u37,s40,0
1246,u152,s37,1
1247,u62,s24,0
1248,u111,s37,1
1249,u63,s29,0
1250,u30,s7,0
1251,u143,s34,1
1252,u49,s45,1
1253,u165,s2,0
1254,u184,s22,0
1255,u104,s42,1
1256,u171,s30,1
1257,u9,s0,0
1258,u198,s4,0
1259,u104,s15,0
1260,u56,s8,0
1261,u135,s29,0
1262,u155,s40,0
1263,u90,s40,0
1264,u19,s11,0
1265,u13,s14,0
1266,u21,s3,0
1267,u187,s38,0
1268,u125,s22,0
1269,u136,s3,0
1270,u102,s38,0
1271,u192,s18,0
1272,u196,s34,1
1273,u145,s22,0
1274,u0,s3,0
1275,u44,s4,0
1276,u71,s17,0
1277,u105,s42,0
1278,u193,s34,0
1279,u16,s32,1
1280,u61,s42,0
1281,u85,s42,0
1282,u40,s6,0
1283,u199,s18,0
1284,u17,s34,1
1285,u156,s16,0
1286,u52,s13,0
1287,u77,s31,0
1288,u81,s11,0
1289,u22,s18,0
1290,u123,s9,0
1291,u76,s11,0
1292,u60,s17,0
1293,u131,s2,0
1294,u81,s41,0
1295,u26,s26,0
1296,u109,s28,1
1297,u55,s12,0
1298,u79,s49,0
1299,u159,s47,0
1300,u108,s15,0
1301,u26,s24,0
1302,u56,s2,0
1303,u71,s29,0
1304,u11,s38,0
1305,u186,s9,0
1306,u129,s10,0
1307,u146,s19,1
1308,u121,s4,0
1309,u175,s39,0
1310,u128,s29,0
1311,u42,s32,0
1312,u59,s13,0
1313,u75,s39,0
1314,u41,s38,0
1315,u133,s17,1
1316,u115,s10,0
1317,u185,s42,0
1318,u139,s27,0
1319,u118,s48,1
1320,u99,s26,0
1321,u186,s12,0
1322,u121,s8,0
1323,u97,s2,0
1324,u96,s3,0
1325,u106,s11,0
1326,u69,s4,0
1327,u55,s37,0
1328,u165,s49,1
1329,u69,s9,0
1330,u14,s11,0
1331,u81,s15,0
1332,u157,s12,0
1333,u26,s12,0
1334,u78,s9,0
1335,u83,s17,0
1336,u139,s7,0
1337,u93,s49,0
1338,u20,s7,0
1339,u147,s26,0
1340,u194,s19,0
1341,u137,s9,0
1342,u48,s30,0
1343,u101,s3,0
1344,u140,s37,0
1345,u91,s10,0
1346,u194,s5,0
1347,u76,s26,0
1348,u58,s42,0
1349,u73,s14,0
1350,u167,s12,0
1351,u107,s25,0
1352,u158,s24,0
1353,u173,s36,1
1354,u117,s8,0
1355,u177,s8,0
1356,u82,s44,1
1357,u114,s37,0
1358,u178,s28,0
1359,u133,s13,0
