result,user_id,item_id,skill,date
0,106,329,"40,45",2019-04-01 12:30:00
1,140,287,19,2019-04-01 12:30:59
0,162,158,39,2019-04-01 12:31:21
0,153,195,38,2019-04-01 12:31:58
1,13,220,28,2019-04-01 12:32:44
0,44,470,45,2019-04-01 12:32:51
0,6,97,"14,44",2019-04-01 12:32:54
0,95,285,34,2019-04-01 12:33:50
0,194,116,27,2019-04-01 12:33:55
0,10,115,"9,28",2019-04-01 12:34:45
0,100,71,4,2019-04-01 12:35:41
0,130,57,28,2019-04-01 12:35:58
0,50,276,"0,11",2019-04-01 12:36:26
1,9,341,24,2019-04-01 12:37:03
0,99,188,"13,41",2019-04-01 12:37:08
1,5,461,2,2019-04-01 12:37:42
1,149,349,9,2019-04-01 12:38:25
0,160,172,"31,35",2019-04-01 12:38:39
0,160,27,34,2019-04-01 12:38:50
0,2,186,"8,26",2019-04-01 12:39:34
0,133,136,"1,31",2019-04-01 12:39:52
1,151,86,5,2019-04-01 12:40:25
0,6,351,"24,38",2019-04-01 12:41:00
1,131,366,3,2019-04-01 12:41:12
1,69,197,9,2019-04-01 12:41:36
0,52,259,39,2019-04-01 12:41:48
0,29,60,"34,40",2019-04-01 12:42:06
1,142,51,1,2019-04-01 12:42:38
0,160,116,27,2019-04-01 12:43:03
0,34,192,25,2019-04-01 12:43:57
0,186,496,47,2019-04-01 12:44:24
0,156,356,18,2019-04-01 12:44:49
1,48,461,2,2019-04-01 12:45:25
1,8,373,23,2019-04-01 12:45:42
0,88,143,41,2019-04-01 12:46:16
0,184,457,20,2019-04-01 12:46:18
1,106,96,38,2019-04-01 12:46:26
0,171,443,8,2019-04-01 12:47:22
0,144,471,36,2019-04-01 12:47:53
1,125,59,37,2019-04-01 12:48:23
0,191,183,15,2019-04-01 12:48:53
0,51,27,34,2019-04-01 12:49:03
0,144,188,"13,41",2019-04-01 12:49:16
1,39,476,18,2019-04-01 12:49:40
0,12,196,"0,24",2019-04-01 12:50:02
0,76,267,"17,45",2019-04-01 12:50:42
0,51,405,"5,44",2019-04-01 12:51:22
0,194,33,"25,40",2019-04-01 12:52:11
0,184,426,15,2019-04-01 12:52:49
0,38,425,"36,39",2019-04-01 12:52:54
0,140,314,14,2019-04-01 12:53:50
0,145,131,35,2019-04-01 12:54:26
1,190,11,44,2019-04-01 12:54:43
0,108,195,38,2019-04-01 12:55:15
1,104,102,13,2019-04-01 12:55:31
0,46,148,11,2019-04-01 12:56:29
0,44,355,10,2019-04-01 12:56:37
0,119,409,3,2019-04-01 12:56:54
0,111,261,10,2019-04-01 12:57:26
0,149,20,1,2019-04-01 12:57:35
0,114,317,46,2019-04-01 12:58:02
0,175,444,"12,38",2019-04-01 12:58:26
0,91,389,"35,41",2019-04-01 12:59:12
0,111,49,19,2019-04-01 12:59:52
0,15,426,15,2019-04-01 12:59:58
0,16,499,"15,23",2019-04-01 13:00:39
0,98,30,30,2019-04-01 13:01:14
0,32,26,"32,49",2019-04-01 13:01:42
0,83,420,42,2019-04-01 13:02:03
1,29,397,49,2019-04-01 13:02:51
0,43,298,43,2019-04-01 13:03:36
0,95,268,"18,31",2019-04-01 13:04:24
0,111,193,"13,16",2019-04-01 13:04:58
0,144,338,"6,42",2019-04-01 13:05:32
0,149,312,"1,49",2019-04-01 13:06:22
0,158,141,3,2019-04-01 13:07:21
0,117,5,34,2019-04-01 13:07:50
0,80,407,"19,33",2019-04-01 13:08:00
0,145,246,"16,22",2019-04-01 13:08:13
0,165,456,"34,37",2019-04-01 13:08:18
0,40,230,8,2019-04-01 13:08:37
1,152,357,27,2019-04-01 13:09:10
0,111,183,15,2019-04-01 13:09:57
0,178,369,26,2019-04-01 13:10:54
1,16,379,31,2019-04-01 13:11:18
0,41,132,25,2019-04-01 13:11:21
0,22,155,"4,46",2019-04-01 13:11:28
0,100,165,"3,35",2019-04-01 13:11:43
0,180,420,42,2019-04-01 13:12:22
0,111,208,"17,19",2019-04-01 13:13:11
0,42,201,"42,49",2019-04-01 13:13:20
1,187,214,22,2019-04-01 13:14:13
0,162,86,5,2019-04-01 13:14:58
0,28,260,"11,19",2019-04-01 13:15:07
0,187,429,49,2019-04-01 13:15:18
0,115,7,42,2019-04-01 13:15:56
0,24,295,43,2019-04-01 13:16:54
0,159,321,3,2019-04-01 13:17:11
0,145,152,"26,34",2019-04-01 13:17:52
0,23,268,"18,31",2019-04-01 13:18:50
1,0,494,"0,32",2019-04-01 13:19:00
0,115,175,23,2019-04-01 13:19:16
0,3,197,9,2019-04-01 13:20:13
0,43,444,"12,38",2019-04-01 13:21:00
0,98,117,"26,27",2019-04-01 13:21:21
0,146,364,"9,28",2019-04-01 13:21:30
0,145,224,6,2019-04-01 13:22:07
0,51,293,40,2019-04-01 13:22:38
0,27,284,13,2019-04-01 13:23:06
1,14,239,25,2019-04-01 13:23:29
0,171,113,36,2019-04-01 13:24:14
0,94,481,22,2019-04-01 13:24:24
0,124,65,"2,28",2019-04-01 13:24:27
0,149,161,"24,41",2019-04-01 13:25:00
0,148,464,"35,37",2019-04-01 13:25:37
0,192,399,"31,33",2019-04-01 13:25:41
0,12,82,7,2019-04-01 13:26:36
0,23,148,11,2019-04-01 13:27:12
0,58,300,"26,32",2019-04-01 13:27:46
0,103,20,1,2019-04-01 13:28:14
0,37,473,18,2019-04-01 13:29:01
1,64,138,48,2019-04-01 13:29:35
0,126,223,"2,15",2019-04-01 13:30:32
0,8,61,40,2019-04-01 13:30:45
0,194,285,34,2019-04-01 13:31:04
0,68,257,16,2019-04-01 13:31:07
0,55,41,"27,47",2019-04-01 13:31:31
1,79,16,"41,44",2019-04-01 13:32:10
0,17,263,"36,38",2019-04-01 13:32:39
0,81,432,29,2019-04-01 13:33:27
0,69,318,"11,39",2019-04-01 13:34:04
0,180,191,43,2019-04-01 13:34:26
0,125,58,22,2019-04-01 13:34:42
0,75,145,"19,39",2019-04-01 13:35:21
0,31,191,43,2019-04-01 13:36:00
0,136,410,0,2019-04-01 13:36:11
0,43,269,48,2019-04-01 13:36:19
0,165,427,"6,36",2019-04-01 13:36:44
0,103,77,12,2019-04-01 13:36:45
0,161,169,29,2019-04-01 13:36:47
0,47,431,31,2019-04-01 13:36:51
0,121,346,2,2019-04-01 13:37:03
0,37,447,11,2019-04-01 13:37:23
0,182,414,38,2019-04-01 13:37:29
0,110,45,"11,43",2019-04-01 13:38:11
1,175,339,"24,28",2019-04-01 13:38:30
0,146,316,"39,45",2019-04-01 13:39:18
1,196,429,49,2019-04-01 13:40:00
0,83,339,"24,28",2019-04-01 13:40:23
0,77,263,"36,38",2019-04-01 13:40:34
0,87,3,14,2019-04-01 13:41:31
0,170,184,13,2019-04-01 13:41:56
0,82,350,"4,47",2019-04-01 13:42:53
0,164,258,41,2019-04-01 13:43:18
0,150,333,3,2019-04-01 13:44:15
0,8,147,27,2019-04-01 13:44:25
1,150,47,33,2019-04-01 13:44:29
0,106,291,"20,43",2019-04-01 13:44:31
0,119,488,12,2019-04-01 13:44:41
0,165,52,"3,15",2019-04-01 13:45:15
0,59,462,"17,21",2019-04-01 13:45:24
0,177,184,13,2019-04-01 13:46:11
0,152,10,10,2019-04-01 13:46:14
0,95,313,4,2019-04-01 13:46:31
0,0,354,9,2019-04-01 13:47:07
0,176,38,31,2019-04-01 13:47:16
0,91,487,48,2019-04-01 13:47:54
0,15,284,13,2019-04-01 13:47:58
0,40,499,"15,23",2019-04-01 13:48:09
0,33,462,"17,21",2019-04-01 13:48:23
0,48,87,0,2019-04-01 13:49:14
0,63,499,"15,23",2019-04-01 13:49:45
0,120,445,20,2019-04-01 13:50:23
0,109,267,"17,45",2019-04-01 13:50:53
0,41,287,19,2019-04-01 13:50:56
0,77,24,22,2019-04-01 13:51:38
0,126,267,"17,45",2019-04-01 13:51:50
0,36,19,8,2019-04-01 13:51:54
1,56,445,20,2019-04-01 13:52:07
0,104,347,"22,28",2019-04-01 13:52:40
1,82,212,"22,45",2019-04-01 13:53:39
0,113,268,"18,31",2019-04-01 13:53:49
0,117,95,49,2019-04-01 13:54:09
0,167,161,"24,41",2019-04-01 13:54:33
0,11,487,48,2019-04-01 13:54:37
0,124,286,45,2019-04-01 13:54:58
0,169,496,47,2019-04-01 13:55:31
0,34,99,14,2019-04-01 13:56:10
0,156,450,19,2019-04-01 13:56:38
1,186,43,"8,32",2019-04-01 13:57:22
0,137,410,0,2019-04-01 13:58:03
0,137,291,"20,43",2019-04-01 13:58:20
0,186,320,"19,21",2019-04-01 13:58:49
0,116,476,18,2019-04-01 13:59:17
0,153,266,45,2019-04-01 13:59:45
1,167,420,42,2019-04-01 14:00:30
0,192,56,6,2019-04-01 14:00:50
0,46,62,30,2019-04-01 14:01:47
0,145,455,"30,44",2019-04-01 14:02:42
0,198,19,8,2019-04-01 14:02:46
0,64,234,"33,41",2019-04-01 14:03:20
0,38,425,"36,39",2019-04-01 14:04:10
0,75,456,"34,37",2019-04-01 14:04:33
1,4,373,23,2019-04-01 14:05:15
0,173,315,28,2019-04-01 14:05:49
1,59,173,4,2019-04-01 14:06:21
1,184,481,22,2019-04-01 14:07:07
0,24,450,19,2019-04-01 14:07:21
0,174,267,"17,45",2019-04-01 14:07:24
1,143,24,22,2019-04-01 14:08:09
1,72,219,15,2019-04-01 14:08:48
1,36,87,0,2019-04-01 14:09:16
0,136,445,20,2019-04-01 14:10:09
1,149,199,49,2019-04-01 14:10:21
0,54,438,11,2019-04-01 14:11:08
0,35,63,"15,34",2019-04-01 14:11:52
0,47,67,4,2019-04-01 14:12:21
0,25,303,1,2019-04-01 14:13:18
0,13,277,30,2019-04-01 14:13:47
0,84,103,"30,42",2019-04-01 14:13:59
0,125,87,0,2019-04-01 14:14:23
1,123,197,9,2019-04-01 14:14:58
0,94,360,32,2019-04-01 14:15:52
0,198,469,"32,36",2019-04-01 14:15:59
1,137,27,34,2019-04-01 14:16:32
0,28,169,29,2019-04-01 14:17:10
0,60,411,32,2019-04-01 14:17:38
0,4,74,"31,47",2019-04-01 14:17:54
0,74,157,2,2019-04-01 14:17:59
0,187,137,42,2019-04-01 14:18:19
0,98,25,"5,12",2019-04-01 14:18:59
0,121,231,"46,49",2019-04-01 14:19:29
0,105,136,"1,31",2019-04-01 14:20:10
0,73,135,40,2019-04-01 14:21:04
1,158,107,"24,45",2019-04-01 14:21:44
0,59,462,"17,21",2019-04-01 14:22:14
0,102,473,18,2019-04-01 14:22:39
0,35,223,"2,15",2019-04-01 14:23:25
0,149,132,25,2019-04-01 14:23:59
0,187,356,18,2019-04-01 14:24:15
1,130,341,24,2019-04-01 14:24:28
1,11,287,19,2019-04-01 14:25:24
0,154,43,"8,32",2019-04-01 14:25:49
1,112,164,45,2019-04-01 14:26:33
0,174,413,"5,32",2019-04-01 14:27:23
0,181,103,"30,42",2019-04-01 14:27:56
0,145,48,7,2019-04-01 14:28:25
0,125,127,"10,32",2019-04-01 14:29:01
0,112,271,12,2019-04-01 14:29:26
1,134,65,"2,28",2019-04-01 14:30:22
1,175,442,12,2019-04-01 14:30:24
0,125,313,4,2019-04-01 14:30:56
0,95,342,48,2019-04-01 14:31:34
0,19,208,"17,19",2019-04-01 14:32:20
0,167,307,"2,17",2019-04-01 14:32:30
0,52,432,29,2019-04-01 14:33:21
0,87,302,"20,35",2019-04-01 14:33:45
1,105,226,16,2019-04-01 14:34:36
0,87,28,44,2019-04-01 14:34:42
0,150,277,30,2019-04-01 14:35:24
0,130,441,"16,38",2019-04-01 14:36:18
0,12,212,"22,45",2019-04-01 14:37:04
0,89,92,26,2019-04-01 14:37:27
0,146,322,49,2019-04-01 14:38:26
0,123,253,18,2019-04-01 14:38:55
0,5,440,"40,48",2019-04-01 14:39:36
0,68,434,"28,36",2019-04-01 14:39:57
0,47,181,16,2019-04-01 14:40:16
0,160,443,8,2019-04-01 14:40:24
0,120,374,35,2019-04-01 14:41:06
0,114,35,"5,14",2019-04-01 14:42:00
0,196,275,4,2019-04-01 14:42:50
0,138,172,"31,35",2019-04-01 14:43:26
0,156,322,49,2019-04-01 14:43:32
0,63,428,14,2019-04-01 14:44:14
1,41,172,"31,35",2019-04-01 14:44:48
0,66,423,35,2019-04-01 14:44:57
0,171,167,"48,49",2019-04-01 14:45:49
1,188,395,6,2019-04-01 14:46:41
0,65,409,3,2019-04-01 14:46:47
0,84,275,4,2019-04-01 14:47:30
0,150,341,24,2019-04-01 14:48:07
0,135,357,27,2019-04-01 14:48:08
0,20,377,47,2019-04-01 14:48:59
0,134,174,"36,41",2019-04-01 14:49:51
0,7,272,"26,44",2019-04-01 14:50:01
0,111,149,29,2019-04-01 14:50:04
0,119,496,47,2019-04-01 14:51:01
0,93,404,"31,33",2019-04-01 14:51:04
0,35,33,"25,40",2019-04-01 14:51:26
0,3,272,"26,44",2019-04-01 14:51:43
0,120,307,"2,17",2019-04-01 14:52:08
1,136,361,44,2019-04-01 14:52:14
0,112,451,30,2019-04-01 14:52:45
0,24,150,48,2019-04-01 14:53:29
0,8,473,18,2019-04-01 14:54:07
0,116,157,2,2019-04-01 14:55:03
0,21,19,8,2019-04-01 14:55:18
0,50,42,5,2019-04-01 14:56:06
0,36,412,28,2019-04-01 14:56:21
0,20,131,35,2019-04-01 14:57:16
0,185,78,8,2019-04-01 14:57:20
0,30,126,"3,15",2019-04-01 14:57:21
0,168,3,14,2019-04-01 14:57:56
0,45,4,"14,35",2019-04-01 14:58:09
0,26,451,30,2019-04-01 14:58:52
0,76,455,"30,44",2019-04-01 14:59:07
0,46,372,"6,21",2019-04-01 14:59:28
0,25,375,20,2019-04-01 15:00:23
1,6,162,37,2019-04-01 15:01:22
0,5,1,32,2019-04-01 15:02:10
0,128,439,"26,37",2019-04-01 15:02:12
0,32,151,"7,24",2019-04-01 15:02:39
0,116,136,"1,31",2019-04-01 15:02:53
0,102,468,27,2019-04-01 15:03:11
0,138,249,"28,30",2019-04-01 15:03:45
0,23,69,40,2019-04-01 15:04:19
0,86,37,37,2019-04-01 15:05:06
1,3,76,27,2019-04-01 15:05:18
0,14,443,8,2019-04-01 15:05:21
0,41,289,"16,27",2019-04-01 15:06:01
0,152,415,"30,42",2019-04-01 15:06:43
0,6,342,48,2019-04-01 15:06:46
0,151,146,47,2019-04-01 15:07:40
0,9,33,"25,40",2019-04-01 15:08:35
0,79,315,28,2019-04-01 15:09:00
0,169,165,"3,35",2019-04-01 15:09:36
0,154,43,"8,32",2019-04-01 15:09:50
0,69,336,29,2019-04-01 15:09:52
0,62,43,"8,32",2019-04-01 15:10:28
0,174,157,2,2019-04-01 15:10:48
0,9,484,9,2019-04-01 15:11:14
0,50,306,"8,47",2019-04-01 15:11:26
0,168,380,"30,36",2019-04-01 15:12:18
0,89,405,"5,44",2019-04-01 15:12:52
0,130,41,"27,47",2019-04-01 15:12:57
0,8,429,49,2019-04-01 15:13:33
0,130,375,20,2019-04-01 15:13:44
0,54,101,45,2019-04-01 15:13:46
0,100,417,42,2019-04-01 15:13:58
0,144,352,45,2019-04-01 15:14:50
0,60,61,40,2019-04-01 15:15:04
0,5,25,"5,12",2019-04-01 15:15:18
0,93,162,37,2019-04-01 15:15:43
0,11,151,"7,24",2019-04-01 15:16:08
0,188,470,45,2019-04-01 15:16:54
0,90,306,"8,47",2019-04-01 15:17:22
0,166,490,"10,21",2019-04-01 15:17:41
0,144,69,40,2019-04-01 15:18:05
1,124,358,48,2019-04-01 15:18:24
0,72,308,29,2019-04-01 15:19:16
0,166,350,"4,47",2019-04-01 15:19:57
0,41,267,"17,45",2019-04-01 15:20:39
0,122,347,"22,28",2019-04-01 15:20:51
1,32,105,3,2019-04-01 15:21:37
0,105,364,"9,28",2019-04-01 15:22:16
0,1,389,"35,41",2019-04-01 15:22:26
0,72,220,28,2019-04-01 15:22:49
0,36,121,38,2019-04-01 15:23:40
0,165,33,"25,40",2019-04-01 15:24:27
0,79,488,12,2019-04-01 15:25:10
0,162,51,1,2019-04-01 15:25:24
0,50,367,"17,35",2019-04-01 15:26:13
0,168,189,11,2019-04-01 15:27:03
0,52,436,1,2019-04-01 15:27:19
0,115,311,7,2019-04-01 15:28:02
0,70,486,4,2019-04-01 15:28:59
0,106,396,0,2019-04-01 15:29:52
0,161,294,38,2019-04-01 15:30:50
0,127,285,34,2019-04-01 15:31:44
0,168,314,14,2019-04-01 15:32:10
0,120,261,10,2019-04-01 15:32:42
0,158,242,42,2019-04-01 15:33:02
0,170,472,29,2019-04-01 15:33:55
0,153,161,"24,41",2019-04-01 15:34:25
0,59,180,"18,39",2019-04-01 15:35:04
0,185,234,"33,41",2019-04-01 15:35:24
1,32,230,8,2019-04-01 15:35:41
0,92,64,30,2019-04-01 15:35:55
0,135,454,"13,22",2019-04-01 15:36:30
0,36,345,30,2019-04-01 15:37:05
1,26,19,8,2019-04-01 15:37:40
0,51,450,19,2019-04-01 15:38:35
0,147,209,41,2019-04-01 15:38:46
0,99,7,42,2019-04-01 15:39:23
0,113,3,14,2019-04-01 15:39:39
0,172,348,"12,36",2019-04-01 15:40:00
1,161,438,11,2019-04-01 15:40:44
0,43,192,25,2019-04-01 15:40:58
0,121,457,20,2019-04-01 15:41:49
0,9,428,14,2019-04-01 15:42:42
1,90,156,19,2019-04-01 15:43:09
1,75,72,32,2019-04-01 15:43:48
0,197,12,23,2019-04-01 15:44:20
0,103,407,"19,33",2019-04-01 15:45:13
0,79,180,"18,39",2019-04-01 15:46:03
0,38,253,18,2019-04-01 15:46:28
1,131,107,"24,45",2019-04-01 15:46:33
0,61,368,"24,42",2019-04-01 15:46:35
0,162,99,14,2019-04-01 15:47:34
1,18,367,"17,35",2019-04-01 15:48:12
1,28,497,22,2019-04-01 15:48:40
0,93,226,16,2019-04-01 15:49:37
0,49,481,22,2019-04-01 15:49:55
0,45,452,42,2019-04-01 15:50:12
0,0,191,43,2019-04-01 15:51:06
0,45,173,4,2019-04-01 15:52:01
0,23,468,27,2019-04-01 15:52:25
0,96,146,47,2019-04-01 15:52:39
0,21,204,49,2019-04-01 15:53:21
0,174,218,"2,4",2019-04-01 15:54:16
0,140,359,"35,39",2019-04-01 15:55:07
0,129,123,2,2019-04-01 15:55:08
0,26,155,"4,46",2019-04-01 15:55:13
0,127,387,"34,46",2019-04-01 15:55:22
0,35,308,29,2019-04-01 15:55:26
0,148,419,"22,48",2019-04-01 15:56:24
0,198,295,43,2019-04-01 15:56:31
1,55,495,22,2019-04-01 15:57:14
0,24,62,30,2019-04-01 15:57:57
0,10,235,"39,49",2019-04-01 15:58:42
1,40,471,36,2019-04-01 15:59:00
1,80,0,28,2019-04-01 15:59:58
0,131,58,22,2019-04-01 16:00:39
0,2,272,"26,44",2019-04-01 16:01:03
0,37,204,49,2019-04-01 16:01:20
1,4,264,20,2019-04-01 16:02:13
0,13,314,14,2019-04-01 16:02:46
0,108,314,14,2019-04-01 16:03:23
0,82,269,48,2019-04-01 16:03:30
0,168,395,6,2019-04-01 16:03:40
1,1,125,25,2019-04-01 16:03:56
0,98,403,"32,45",2019-04-01 16:04:43
0,111,382,10,2019-04-01 16:05:09
0,122,161,"24,41",2019-04-01 16:05:46
0,31,459,18,2019-04-01 16:06:34
1,198,81,27,2019-04-01 16:06:53
1,167,486,4,2019-04-01 16:06:58
0,159,350,"4,47",2019-04-01 16:07:39
1,77,58,22,2019-04-01 16:07:46
0,156,249,"28,30",2019-04-01 16:08:12
0,178,376,"42,47",2019-04-01 16:09:06
0,46,211,10,2019-04-01 16:09:22
0,168,259,39,2019-04-01 16:10:20
0,160,199,49,2019-04-01 16:10:26
0,14,370,9,2019-04-01 16:11:06
0,57,442,12,2019-04-01 16:11:25
0,121,216,30,2019-04-01 16:12:00
0,59,165,"3,35",2019-04-01 16:12:17
0,176,131,35,2019-04-01 16:12:24
0,124,170,9,2019-04-01 16:13:15
0,59,279,19,2019-04-01 16:14:00
0,26,165,"3,35",2019-04-01 16:14:18
0,70,396,0,2019-04-01 16:14:46
0,0,141,3,2019-04-01 16:15:04
1,89,279,19,2019-04-01 16:15:44
0,95,9,12,2019-04-01 16:16:22
0,59,467,"1,47",2019-04-01 16:16:26
0,62,365,28,2019-04-01 16:17:14
0,199,91,3,2019-04-01 16:18:03
0,103,75,26,2019-04-01 16:18:31
0,52,464,"35,37",2019-04-01 16:19:28
0,58,301,17,2019-04-01 16:20:02
0,167,188,"13,41",2019-04-01 16:20:14
0,46,133,"31,45",2019-04-01 16:21:02
0,21,452,42,2019-04-01 16:21:42
1,163,100,0,2019-04-01 16:22:30
1,0,369,26,2019-04-01 16:23:27
0,40,95,49,2019-04-01 16:24:23
0,30,301,17,2019-04-01 16:24:38
0,139,111,8,2019-04-01 16:24:59
0,91,52,"3,15",2019-04-01 16:25:33
0,176,206,9,2019-04-01 16:25:41
1,183,195,38,2019-04-01 16:26:19
0,135,300,"26,32",2019-04-01 16:27:04
0,182,221,1,2019-04-01 16:27:11
1,12,213,4,2019-04-01 16:28:05
0,155,387,"34,46",2019-04-01 16:28:28
0,38,403,"32,45",2019-04-01 16:29:07
0,144,487,48,2019-04-01 16:29:45
0,2,299,"6,34",2019-04-01 16:30:05
0,114,134,38,2019-04-01 16:30:40
0,7,398,31,2019-04-01 16:31:08
0,198,439,"26,37",2019-04-01 16:31:18
0,138,316,"39,45",2019-04-01 16:32:04
0,87,299,"6,34",2019-04-01 16:33:01
0,165,157,2,2019-04-01 16:34:00
1,30,96,38,2019-04-01 16:34:31
0,60,447,11,2019-04-01 16:35:25
0,133,425,"36,39",2019-04-01 16:35:36
0,145,478,"11,45",2019-04-01 16:35:49
0,150,407,"19,33",2019-04-01 16:36:15
0,145,212,"22,45",2019-04-01 16:37:10
0,157,307,"2,17",2019-04-01 16:37:16
1,4,423,35,2019-04-01 16:37:21
0,169,246,"16,22",2019-04-01 16:37:42
0,18,436,1,2019-04-01 16:37:50
0,135,160,38,2019-04-01 16:38:01
0,133,63,"15,34",2019-04-01 16:38:44
0,171,318,"11,39",2019-04-01 16:39:03
0,179,31,"13,17",2019-04-01 16:39:04
1,44,113,36,2019-04-01 16:39:37
0,111,404,"31,33",2019-04-01 16:40:32
0,36,153,22,2019-04-01 16:41:08
0,145,412,28,2019-04-01 16:41:58
0,26,291,"20,43",2019-04-01 16:42:04
0,59,359,"35,39",2019-04-01 16:42:25
0,139,177,40,2019-04-01 16:42:40
0,164,332,49,2019-04-01 16:43:12
1,80,150,48,2019-04-01 16:43:13
1,0,207,28,2019-04-01 16:43:54
0,103,117,"26,27",2019-04-01 16:44:51
0,148,18,31,2019-04-01 16:45:42
0,148,401,28,2019-04-01 16:46:31
0,37,159,10,2019-04-01 16:46:52
0,59,165,"3,35",2019-04-01 16:47:05
0,88,495,22,2019-04-01 16:47:54
1,124,128,41,2019-04-01 16:48:25
0,196,445,20,2019-04-01 16:49:16
0,104,106,19,2019-04-01 16:49:58
0,182,44,17,2019-04-01 16:50:45
0,92,30,30,2019-04-01 16:51:13
0,60,354,9,2019-04-01 16:51:35
1,151,110,"7,46",2019-04-01 16:52:33
0,76,240,12,2019-04-01 16:52:39
0,72,376,"42,47",2019-04-01 16:52:55
0,122,372,"6,21",2019-04-01 16:53:48
0,61,100,0,2019-04-01 16:54:36
0,67,156,19,2019-04-01 16:54:39
0,67,498,"8,25",2019-04-01 16:55:28
0,42,419,"22,48",2019-04-01 16:56:08
1,18,365,28,2019-04-01 16:56:42
1,145,209,41,2019-04-01 16:56:44
0,24,173,4,2019-04-01 16:57:13
0,96,420,42,2019-04-01 16:57:37
0,19,355,10,2019-04-01 16:58:25
1,144,357,27,2019-04-01 16:58:28
1,66,379,31,2019-04-01 16:59:12
1,44,112,47,2019-04-01 16:59:50
0,193,344,"22,30",2019-04-01 17:00:23
0,192,242,42,2019-04-01 17:00:50
0,137,406,26,2019-04-01 17:01:15
0,17,289,"16,27",2019-04-01 17:01:43
0,3,237,"4,5",2019-04-01 17:01:51
0,184,5,34,2019-04-01 17:01:57
0,27,365,28,2019-04-01 17:02:17
0,101,245,35,2019-04-01 17:02:30
0,130,71,4,2019-04-01 17:03:07
1,125,363,13,2019-04-01 17:04:01
0,51,389,"35,41",2019-04-01 17:04:07
0,132,485,48,2019-04-01 17:04:26
0,158,336,29,2019-04-01 17:04:37
0,95,373,23,2019-04-01 17:05:00
0,89,315,28,2019-04-01 17:05:07
0,187,313,4,2019-04-01 17:05:22
0,22,80,"26,27",2019-04-01 17:05:43
0,62,338,"6,42",2019-04-01 17:06:33
0,28,444,"12,38",2019-04-01 17:07:01
0,110,370,9,2019-04-01 17:07:13
0,88,392,"6,11",2019-04-01 17:07:16
0,69,167,"48,49",2019-04-01 17:08:08
1,167,377,47,2019-04-01 17:08:43
1,150,308,29,2019-04-01 17:09:15
0,91,394,25,2019-04-01 17:09:31
1,138,170,9,2019-04-01 17:10:27
0,121,376,"42,47",2019-04-01 17:10:34
0,139,286,45,2019-04-01 17:10:43
0,136,355,10,2019-04-01 17:11:29
0,166,42,5,2019-04-01 17:11:34
0,175,454,"13,22",2019-04-01 17:12:02
0,103,82,7,2019-04-01 17:12:13
0,183,108,49,2019-04-01 17:12:42
0,162,125,25,2019-04-01 17:13:24
0,50,429,49,2019-04-01 17:13:31
1,148,322,49,2019-04-01 17:14:20
