result,user_id,item_id,skill,date
0,197,255,"6,14,15,29,38",2019-04-01 15:17:14
0,95,129,42,2019-04-01 15:18:11
0,18,318,31,2019-04-01 15:19:08
1,157,329,"15,37",2019-04-01 15:19:18
0,77,424,"1,29,39,41",2019-04-01 15:19:31
0,142,34,"7,40,44",2019-04-01 15:19:59
0,34,102,"12,13",2019-04-01 15:20:00
0,47,407,"6,37,38,40",2019-04-01 15:20:08
0,170,462,"24,34,48",2019-04-01 15:20:50
0,108,241,"2,16",2019-04-01 15:21:32
0,134,63,"3,20",2019-04-01 15:22:29
0,191,83,"20,35",2019-04-01 15:23:05
0,140,265,"14,22,27,39,43",2019-04-01 15:23:45
0,53,323,"1,6,14,19",2019-04-01 15:24:25
0,0,9,"19,42,49",2019-04-01 15:24:42
0,155,498,"9,24,28,37,39",2019-04-01 15:24:43
0,190,290,"7,18,20,46,49",2019-04-01 15:25:20
0,162,396,"3,15,29,42",2019-04-01 15:26:12
0,36,153,"0,7,17",2019-04-01 15:26:33
0,156,464,"11,12,15,36,43",2019-04-01 15:26:34
0,67,306,"0,33,34",2019-04-01 15:27:22
0,86,52,"1,3,13,27",2019-04-01 15:27:57
0,113,382,"19,30,40",2019-04-01 15:28:16
0,96,343,31,2019-04-01 15:29:13
0,114,292,"19,22,26,34,43",2019-04-01 15:29:28
0,85,456,"4,15,36",2019-04-01 15:30:12
0,167,485,"14,40",2019-04-01 15:30:58
0,46,167,"7,14,34,39,45",2019-04-01 15:31:16
0,15,286,"10,12,19,41",2019-04-01 15:32:06
0,117,282,"14,22,24,41",2019-04-01 15:32:49
0,79,296,39,2019-04-01 15:33:35
0,172,290,"7,18,20,46,49",2019-04-01 15:34:27
0,10,419,"3,17",2019-04-01 15:34:45
0,19,65,"1,26",2019-04-01 15:34:47
0,173,70,"5,6,40",2019-04-01 15:34:58
0,102,35,"1,14,20,23,49",2019-04-01 15:35:10
0,89,377,"17,24,41",2019-04-01 15:35:30
0,151,271,"10,36,39,48",2019-04-01 15:35:53
0,174,51,"38,40",2019-04-01 15:36:34
0,93,294,"7,29,33,44",2019-04-01 15:37:19
0,40,487,"12,19",2019-04-01 15:37:25
0,49,133,"11,30,43",2019-04-01 15:37:26
0,133,118,"10,17",2019-04-01 15:37:37
0,175,134,"0,41",2019-04-01 15:38:36
0,195,249,38,2019-04-01 15:38:52
0,38,130,"27,30,44",2019-04-01 15:39:03
0,121,461,"12,20,24",2019-04-01 15:40:01
0,162,55,"0,3,5,12,49",2019-04-01 15:40:56
0,126,429,"9,39",2019-04-01 15:41:10
0,18,123,"7,24,26",2019-04-01 15:41:47
0,33,456,"4,15,36",2019-04-01 15:42:46
0,141,76,"14,22",2019-04-01 15:43:26
0,101,29,"7,11,22,35,39",2019-04-01 15:43:40
0,51,369,"1,2,34,47",2019-04-01 15:44:39
0,3,262,"1,6,18,33,48",2019-04-01 15:45:32
0,127,95,"1,6",2019-04-01 15:45:35
0,189,171,"11,40,43",2019-04-01 15:46:22
0,167,282,"14,22,24,41",2019-04-01 15:46:41
0,187,28,"3,19,31,37,46",2019-04-01 15:47:04
0,39,333,"2,11,12,22,49",2019-04-01 15:47:55
0,174,320,14,2019-04-01 15:48:29
0,136,285,"4,15,18,25,38",2019-04-01 15:48:59
0,12,53,"4,7,15,33",2019-04-01 15:49:22
0,39,14,"12,18,28,30,33",2019-04-01 15:49:38
0,83,430,30,2019-04-01 15:49:46
0,91,377,"17,24,41",2019-04-01 15:50:35
0,16,255,"6,14,15,29,38",2019-04-01 15:50:53
0,144,395,"7,29,46",2019-04-01 15:51:26
0,159,185,"2,3,26,45",2019-04-01 15:51:53
0,58,29,"7,11,22,35,39",2019-04-01 15:52:35
1,145,214,1,2019-04-01 15:52:40
0,95,451,"13,23,26,31,40",2019-04-01 15:52:56
0,175,198,"3,12,27,32,35",2019-04-01 15:53:20
0,51,423,"5,27,42",2019-04-01 15:54:18
0,143,42,"24,27,31,49",2019-04-01 15:55:03
0,10,320,14,2019-04-01 15:56:02
0,13,164,"11,33,34,44",2019-04-01 15:56:24
0,63,377,"17,24,41",2019-04-01 15:56:56
0,123,192,"26,34",2019-04-01 15:57:44
0,182,370,39,2019-04-01 15:58:33
0,198,182,"1,46",2019-04-01 15:59:22
0,38,410,43,2019-04-01 15:59:25
0,12,89,"8,26,40,47",2019-04-01 15:59:57
0,81,167,"7,14,34,39,45",2019-04-01 16:00:34
0,84,178,"7,21,34,37,41",2019-04-01 16:00:49
0,88,72,25,2019-04-01 16:00:59
0,85,40,29,2019-04-01 16:01:05
1,95,156,47,2019-04-01 16:01:53
0,19,151,45,2019-04-01 16:02:17
0,54,140,"13,17,20,27",2019-04-01 16:02:55
0,39,324,"0,3,37,39,42",2019-04-01 16:03:08
0,103,480,"6,19,28,38",2019-04-01 16:03:36
0,60,357,14,2019-04-01 16:04:09
0,20,353,"2,28,29",2019-04-01 16:04:18
0,81,241,"2,16",2019-04-01 16:04:20
0,65,12,37,2019-04-01 16:05:03
0,79,341,8,2019-04-01 16:05:55
0,152,485,"14,40",2019-04-01 16:06:07
0,31,422,"0,38,39",2019-04-01 16:06:21
0,43,285,"4,15,18,25,38",2019-04-01 16:07:12
0,30,165,39,2019-04-01 16:08:02
0,12,496,"12,22,23,28",2019-04-01 16:08:50
0,143,301,"3,6,7,34",2019-04-01 16:09:34
0,166,476,"11,38,40",2019-04-01 16:09:39
0,60,241,"2,16",2019-04-01 16:10:30
0,45,147,"1,7,19,22,36",2019-04-01 16:10:43
0,93,247,"6,10,17",2019-04-01 16:11:25
0,57,62,"1,4,38,39,41",2019-04-01 16:11:52
0,77,46,"15,31,35,43",2019-04-01 16:12:07
0,194,198,"3,12,27,32,35",2019-04-01 16:13:01
0,72,392,"32,34,36,37,39",2019-04-01 16:13:16
0,89,38,"5,7,8,36,42",2019-04-01 16:13:18
0,25,206,"0,15,30,36",2019-04-01 16:13:55
0,170,229,"5,14,15,44",2019-04-01 16:14:42
0,0,443,"2,6",2019-04-01 16:15:40
0,70,454,43,2019-04-01 16:15:58
0,160,0,"2,10,11,22,29",2019-04-01 16:16:31
0,25,39,"3,15,44",2019-04-01 16:17:22
0,7,109,"3,4,38",2019-04-01 16:17:44
0,74,211,"2,9,23,34,38",2019-04-01 16:18:17
0,197,398,"6,34,39",2019-04-01 16:18:59
0,25,305,14,2019-04-01 16:19:07
0,153,228,"1,8,16,41",2019-04-01 16:19:33
0,128,456,"4,15,36",2019-04-01 16:19:49
