timestamp,user_id,item_id,domain,correct
2026-01-13T05:00:28.080736+00:00,u001,23,所有者とパーミッション,1
2026-01-13T05:01:13.900076+00:00,u001,5,基本的なファイル管理,0
2026-01-13T05:02:06.856666+00:00,u001,6,基本的なファイル管理,1
2026-01-13T05:03:44.767183+00:00,u001,22,所有者とパーミッション,1
2026-01-13T05:03:49.179601+00:00,u001,23,所有者とパーミッション,1
2026-01-13T05:03:50.900093+00:00,u001,5,基本的なファイル管理,1
2026-01-13T05:03:54.926637+00:00,u001,6,基本的なファイル管理,1
2026-01-13T05:05:42.909674+00:00,u002,2,基本的なファイル管理,1
2026-01-13T05:05:58.719690+00:00,u002,3,基本的なファイル管理,1
2026-01-15T00:32:50.876992+00:00,21-425,1,基本的なファイル管理,0
2026-01-15T00:33:08.053548+00:00,21-425,2,基本的なファイル管理,1
2026-01-15T00:33:12.225281+00:00,21-425,3,基本的なファイル管理,1
2026-01-15T00:33:23.416264+00:00,21-425,18,所有者とパーミッション,1
2026-01-15T00:33:36.631476+00:00,21-425,4,基本的なファイル管理,0
2026-01-15T00:36:34.106797+00:00,21-425,1,基本的なファイル管理,0
2026-01-15T00:36:37.668661+00:00,21-425,2,基本的なファイル管理,1
2026-01-15T00:36:41.665981+00:00,21-425,3,基本的なファイル管理,1
2026-01-15T00:39:40.239888+00:00,21-425,5,基本的なファイル管理,1
2026-01-15T00:40:00.309956+00:00,21-425,6,基本的なファイル管理,1
2026-01-15T00:43:15.524947+00:00,21-425,19,所有者とパーミッション,0
2026-01-15T00:44:25.336250+00:00,21-425,20,所有者とパーミッション,1
2026-01-15T00:48:06.512847+00:00,21-425,21,所有者とパーミッション,0
2026-01-15T02:02:33.944784+00:00,21-425,22,所有者とパーミッション,1
2026-01-15T02:05:07.332512+00:00,21-425,23,所有者とパーミッション,1
2026-01-15T02:06:21.524125+00:00,21-425,8,基本的なファイル管理,0
2026-01-15T02:06:50.821464+00:00,21-425,9,基本的なファイル管理,1
2026-01-15T02:08:55.685748+00:00,21-425,10,基本的なファイル管理,0
2026-01-15T02:09:16.712444+00:00,21-425,24,所有者とパーミッション,0
2026-01-15T02:09:52.551918+00:00,21-425,7,基本的なファイル管理,1
2026-01-15T02:51:06.513929+00:00,21-425,11,基本的なファイル管理,0
2026-01-15T02:51:24.192920+00:00,21-425,14,基本的なファイル管理,0
2026-01-15T02:51:35.971830+00:00,21-425,17,基本的なファイル管理,1
2026-01-15T02:51:57.776844+00:00,21-425,25,所有者とパーミッション,0
2026-01-15T07:11:09.855852+00:00,21-425,26,所有者とパーミッション,0
2026-01-15T07:12:05.335897+00:00,21-425,12,基本的なファイル管理,1
2026-01-15T07:12:49.008748+00:00,21-425,13,基本的なファイル管理,0
2026-01-15T07:13:07.497635+00:00,21-425,15,基本的なファイル管理,0
2026-01-16T04:17:51.931092+00:00,21-425,30,所有者とパーミッション,0
2026-01-16T04:18:33.642028+00:00,21-425,16,基本的なファイル管理,1
2026-01-16T07:56:01.445617+00:00,21-425,29,所有者とパーミッション,1
2026-01-16T07:57:26.808120+00:00,21-425,27,所有者とパーミッション,1
2026-01-16T07:58:11.012607+00:00,21-425,28,所有者とパーミッション,0
2026-01-17T09:31:44.486630+00:00,21-425,1,基本的なファイル管理,0
2026-01-17T09:32:05.127649+00:00,21-425,1,基本的なファイル管理,1
2026-01-17T09:32:24.551200+00:00,21-425,30,所有者とパーミッション,0
2026-01-17T09:33:11.011622+00:00,21-425,30,所有者とパーミッション,1
2026-01-17T09:33:30.351792+00:00,21-425,15,基本的なファイル管理,0
2026-01-17T09:35:41.566045+00:00,21-425,15,基本的なファイル管理,0
2026-01-17T09:36:06.178187+00:00,21-425,15,基本的なファイル管理,1
2026-01-17T09:36:24.274076+00:00,21-425,28,所有者とパーミッション,1
2026-01-17T09:37:11.626003+00:00,21-425,14,基本的なファイル管理,0
2026-01-17T09:37:18.740005+00:00,21-425,14,基本的なファイル管理,1
2026-01-17T09:37:36.681133+00:00,21-425,26,所有者とパーミッション,1
2026-01-18T12:29:29.045376+00:00,21-425,13,基本的なファイル管理,0
2026-01-18T12:33:32.561096+00:00,21-425,18,所有者とパーミッション,1
2026-01-18T12:33:45.444375+00:00,21-425,19,所有者とパーミッション,0
2026-01-18T13:02:41.532238+00:00,21-425,20,所有者とパーミッション,0
2026-01-18T13:11:11.827417+00:00,21-425,21,所有者とパーミッション,1
2026-01-18T13:15:25.157082+00:00,21-425,22,所有者とパーミッション,0
2026-01-19T00:03:41.030395+00:00,21-425,23,所有者とパーミッション,0
2026-01-19T00:04:01.552750+00:00,21-425,4,基本的なファイル管理,1
2026-01-19T00:05:14.629827+00:00,21-425,6,基本的なファイル管理,1
2026-01-19T00:05:39.312957+00:00,21-425,9,基本的なファイル管理,1
2026-01-19T00:05:57.097173+00:00,21-425,3,基本的なファイル管理,0
2026-01-19T00:09:03.263196+00:00,user000,6,基本的なファイル管理,1
2026-01-19T00:09:19.437296+00:00,user000,7,基本的なファイル管理,1
2026-01-19T00:09:32.754211+00:00,user000,9,基本的なファイル管理,1
2026-01-19T00:09:45.834011+00:00,user000,1,基本的なファイル管理,0
2026-01-19T00:09:59.781679+00:00,user000,3,基本的なファイル管理,1
2026-01-19T00:26:41.960401+00:00,user000,12,基本的なファイル管理,1
2026-01-19T00:27:07.800352+00:00,user000,14,基本的なファイル管理,1
2026-01-19T00:27:33.163579+00:00,user000,15,基本的なファイル管理,0
2026-01-19T00:27:48.015247+00:00,user000,2,基本的なファイル管理,1
2026-01-19T00:28:17.604394+00:00,user000,16,基本的なファイル管理,1
2026-01-19T00:28:51.702584+00:00,user000,18,所有者とパーミッション,1
2026-01-19T00:29:14.535483+00:00,user000,19,所有者とパーミッション,0
2026-01-19T00:32:54.646162+00:00,user000,20,所有者とパーミッション,0
2026-01-19T00:34:42.835296+00:00,user000,21,所有者とパーミッション,0
2026-01-19T00:35:16.113485+00:00,user000,22,所有者とパーミッション,0
2026-01-19T00:36:21.071020+00:00,user000,4,基本的なファイル管理,1
2026-01-19T00:36:38.339183+00:00,user000,23,所有者とパーミッション,1
2026-01-19T00:40:16.411329+00:00,21-439,6,基本的なファイル管理,1
2026-01-19T00:41:17.418200+00:00,21-439,7,基本的なファイル管理,1
2026-01-19T00:42:14.477691+00:00,21-439,9,基本的なファイル管理,1
2026-01-19T00:42:38.960240+00:00,21-439,1,基本的なファイル管理,1
2026-01-19T00:43:48.319703+00:00,21-439,12,基本的なファイル管理,0
2026-01-19T00:48:16.964785+00:00,21-417,6,基本的なファイル管理,0
2026-01-19T00:49:11.048731+00:00,21-417,1,基本的なファイル管理,1
2026-01-19T00:51:30.251071+00:00,21-417,7,基本的なファイル管理,0
2026-01-19T00:52:45.335166+00:00,21-417,9,基本的なファイル管理,1
2026-01-19T00:54:02.797407+00:00,21-417,12,基本的なファイル管理,1
2026-01-19T01:09:56.367844+00:00,21-411,4,基本的なファイル管理,1
2026-01-19T01:10:14.082675+00:00,21-411,6,基本的なファイル管理,1
2026-01-19T01:10:28.342681+00:00,21-411,7,基本的なファイル管理,1
2026-01-19T01:10:46.263683+00:00,21-411,9,基本的なファイル管理,1
2026-01-19T01:11:13.372530+00:00,21-411,12,基本的なファイル管理,1
2026-01-19T01:19:10.489423+00:00,21-444,6,基本的なファイル管理,1
2026-01-19T01:20:21.742746+00:00,21-444,7,基本的なファイル管理,1
2026-01-19T01:21:20.411955+00:00,21-444,9,基本的なファイル管理,1
2026-01-19T01:21:56.350220+00:00,21-444,1,基本的なファイル管理,1
2026-01-19T01:22:50.531305+00:00,21-444,12,基本的なファイル管理,1
2026-01-21T02:36:46.657063+00:00,user000,17,基本的なファイル管理,1
2026-01-21T02:38:46.632789+00:00,user000,5,基本的なファイル管理,1
2026-01-21T02:39:00.444114+00:00,user000,8,基本的なファイル管理,0
2026-01-21T02:42:19.874401+00:00,user000,10,基本的なファイル管理,1
2026-01-21T02:42:31.450842+00:00,user000,13,基本的なファイル管理,1
2026-01-21T02:42:48.104766+00:00,user000,11,基本的なファイル管理,1
2026-01-21T02:43:01.118177+00:00,user000,29,所有者とパーミッション,1
2026-01-21T02:43:14.204494+00:00,user000,24,所有者とパーミッション,1
2026-01-21T02:43:33.047780+00:00,user000,30,所有者とパーミッション,0
2026-01-21T02:43:51.095612+00:00,user000,25,所有者とパーミッション,0
2026-01-21T02:44:04.407026+00:00,user000,26,所有者とパーミッション,1
2026-01-21T02:44:23.978841+00:00,user000,27,所有者とパーミッション,1
2026-01-21T02:44:41.500090+00:00,user000,28,所有者とパーミッション,1
2026-01-21T02:52:26.914753+00:00,userzako,6,基本的なファイル管理,0
2026-01-21T02:52:42.994360+00:00,userzako,1,基本的なファイル管理,0
2026-01-21T02:53:10.373601+00:00,userzako,2,基本的なファイル管理,0
2026-01-21T02:53:30.231545+00:00,userzako,3,基本的なファイル管理,0
2026-01-21T02:53:42.363579+00:00,userzako,7,基本的なファイル管理,0
2026-01-21T02:57:26.944537+00:00,userzako,4,基本的なファイル管理,0
